question,ground_truth,namespace
What is a thyroid lump and what features suggest malignancy?,"A thyroid lump may represent a benign nodule, multinodular goiter, thyroid adenoma, thyroid cyst, or thyroid carcinoma. Features suggesting malignancy include hard consistency, irregular borders, fixation to adjacent structures, rapid growth, voice change due to recurrent laryngeal nerve involvement, dysphagia, cervical lymphadenopathy, and a history of radiation exposure to the neck. Solitary nodules are more likely to be malignant than multiple nodules. Papillary carcinoma is the most common thyroid malignancy. Ultrasound characteristics suggesting malignancy include hypoechogenicity, irregular margins, microcalcifications, and increased vascularity. Fine needle aspiration cytology guided by ultrasound is the standard diagnostic investigation.",diagnosis_knowledge
What is the presentation and differential diagnosis of a midline neck swelling?,"Midline neck swellings include thyroglossal duct cyst, which moves on tongue protrusion and swallowing, dermoid cyst which is a subcutaneous cystic swelling arising from entrapment of epidermal cells during embryological midline fusion, submental lymphadenopathy from oral or dental infections, thyroid goiter or nodule palpable in the lower midline moving on swallowing, and subhyoid bursa. In the neonatal period, a cervical teratoma may present as a midline or lateral neck mass. Examination includes noting the location, surface, consistency, movement with swallowing and tongue protrusion, transillumination, and presence of associated lymphadenopathy. Ultrasound is the first-line imaging investigation to characterize midline neck swellings.",diagnosis_knowledge
What is the significance of Rinne and Weber tests in hearing assessment?,"Rinne and Weber tuning fork tests help differentiate conductive from sensorineural hearing loss. In the Rinne test using a 512 Hz tuning fork, air conduction normally exceeds bone conduction, a positive result. A negative Rinne with bone conduction exceeding air conduction indicates conductive hearing loss of more than 25 dB in that ear. In sensorineural hearing loss, Rinne remains positive as both pathways are equally impaired, but thresholds are elevated. The Weber test places the vibrating tuning fork on the vertex; in conductive hearing loss it lateralizes to the affected ear due to masking effect from ambient noise, while in unilateral sensorineural hearing loss it lateralizes to the better hearing ear.",diagnosis_knowledge
What is a dermoid cyst of the neck and how does it differ from a thyroglossal cyst?,"A dermoid cyst is a benign cystic lesion derived from trapped ectodermal cells during embryological fusion of facial processes and presents as a subcutaneous swelling containing keratinous debris, hair, and sebaceous material. In the neck, it commonly occurs in the submental or preauricular region. Unlike a thyroglossal cyst, a dermoid cyst does not move on tongue protrusion as it has no connection to the foramen cecum or hyoid bone. It also does not move on swallowing. The cyst wall is lined by stratified squamous epithelium with skin appendages. Ultrasound shows a heterogeneous cystic mass with echogenic contents. Treatment is surgical excision with low recurrence rates.",diagnosis_knowledge
What is Eustachian tube dysfunction and what are its consequences?,"Eustachian tube dysfunction refers to the inability of the Eustachian tube to equalize middle ear pressure with atmospheric pressure, maintain mucociliary clearance, and protect the middle ear from nasopharyngeal secretions. Causes include adenoid hypertrophy obstructing the tube orifice, allergic rhinitis, cleft palate, and nasopharyngeal carcinoma. Consequences include negative middle ear pressure causing tympanic membrane retraction, serous otitis media with effusion, chronic adhesive otitis media, tympanosclerosis, and atelectasis of the middle ear. Autoinflation through Valsalva maneuver or Politzer maneuver may relieve symptoms. Surgical treatment with grommet insertion ventilates the middle ear. Balloon Eustachian tuboplasty is a newer endoscopic technique for dilating the cartilaginous Eustachian tube.",diagnosis_knowledge
What is the presentation of a globus pharyngeus?,"Globus pharyngeus, also known as globus sensation, is the persistent or intermittent non-painful sensation of a lump, foreign body, or tightening in the throat not associated with dysphagia or odynophagia. It is often worsened by stress and may paradoxically improve during eating. The symptom is believed to arise from cricopharyngeal spasm, laryngopharyngeal reflux, or heightened pharyngeal sensitivity. Thorough head and neck examination including nasolaryngoscopy should be performed to exclude structural pathology such as postcricoid web, pharyngeal pouch, or malignancy. Barium swallow identifies pharyngeal web or pouch. Laryngopharyngeal reflux is a common underlying cause and empirical trial of proton pump inhibitor therapy is often diagnostic and therapeutic.",diagnosis_knowledge
What is the investigation of choice for a suspected laryngeal tumor?,"Flexible nasolaryngoscopy is the initial investigation allowing direct visualization of the larynx including the vocal cords, supraglottis, and subglottis. It permits assessment of cord mobility, identification of the lesion, and detection of synchronous mucosal lesions. CT scan of the larynx and neck with contrast is the standard imaging modality for staging laryngeal carcinoma, assessing cartilage invasion, pre-epiglottic and paraglottic space involvement, and cervical lymphadenopathy. MRI provides superior soft tissue resolution particularly for pre-epiglottic space and thyroid cartilage marrow invasion. Microlaryngoscopy under general anesthesia is essential for biopsy and histological confirmation. Chest CT is performed to exclude pulmonary metastasis.",diagnosis_knowledge
What is otomycosis and how does it present?,"Otomycosis is a fungal infection of the external auditory canal, most commonly caused by Aspergillus niger and Aspergillus fumigatus, and less commonly Candida albicans. Predisposing factors include use of topical antibiotic drops, diabetes, immunosuppression, humid climate, and trauma to the canal skin. It presents with intense pruritus, otalgia, aural fullness, conductive hearing loss, and otorrhea. Examination reveals characteristic black or grey fungal hyphae with white or yellow debris resembling wet blotting paper for Aspergillus, or creamy white curdy material for Candida. Treatment involves thorough aural toilet under microscopy to remove all debris, followed by topical antifungal agents such as clotrimazole solution and acetic acid preparations.",diagnosis_knowledge
What is the clinical presentation of a pharyngeal pouch?,"A pharyngeal pouch, or Zenker's diverticulum, is a herniation of the posterior pharyngeal mucosa through a weakness in the posterior hypopharyngeal wall at Killian's dehiscence, between the oblique thyropharyngeal and horizontal cricopharyngeal fibers of the inferior constrictor muscle. It presents predominantly in elderly patients with progressive dysphagia initially to solids then liquids, regurgitation of undigested food particularly when lying down or bending forward, gurgling sounds on eating, halitosis, weight loss, and recurrent aspiration pneumonia. A neck swelling that gurgles on palpation may be present. Barium swallow examination is the investigation of choice demonstrating the posterior pharyngeal outpouching. Endoscopic or external surgical treatment divides the cricopharyngeal muscle.",diagnosis_knowledge
What is the investigation approach for sudden onset sensorineural hearing loss?,"Sudden sensorineural hearing loss is defined as a loss of at least 30 dB in three or more contiguous audiometric frequencies occurring within 72 hours and represents an otological emergency. Investigation begins with urgent pure tone audiometry to confirm the loss. Blood investigations include full blood count, erythrocyte sedimentation rate, coagulation screen, autoimmune antibody panel, viral serology including herpes simplex, varicella zoster, and cytomegalovirus, syphilis serology, and thyroid function. MRI with gadolinium enhancement of the internal acoustic canals is mandatory to exclude retrocochlear pathology including vestibular schwannoma and multiple sclerosis. Caloric testing assesses vestibular function on the affected side.",diagnosis_knowledge
What is the differential diagnosis of a red eardrum?,A red or erythematous tympanic membrane has several differential diagnoses. Acute otitis media is the most common cause with an inflamed bulging eardrum accompanied by fever and otalgia. Myringitis bullosa is a viral infection causing hemorrhagic blisters on the drum surface with severe otalgia. Hemotympanum following temporal bone fracture causes a blue-red discoloration. A high-riding dehiscent jugular bulb can give a blue-red appearance in the lower quadrant. Glomus tympanicum tumor gives a pulsatile red mass visible through the drum. Vascular structures including a persistent stapedial artery may appear as a red reflex. Crying and fever without middle ear infection can temporarily redden the drum peripherally without the characteristic bulging of otitis media.,diagnosis_knowledge
What are the features of labyrinthine fistula as a complication of cholesteatoma?,"A labyrinthine fistula is an erosion of the bony labyrinth caused by expanding cholesteatoma, most commonly involving the lateral semicircular canal. It presents with episodes of vertigo provoked by sudden pressure changes in the external auditory canal, known as Hennebert's sign when the test is performed by pneumatic otoscopy with the Siegle speculum. Sensorineural hearing loss and disequilibrium may be present in addition to the underlying features of unsafe chronic otitis media. CT scan of the temporal bones demonstrates erosion of the bony labyrinth. Intraoperative handling of the fistula requires special consideration to avoid opening the membranous labyrinth. Management is by cholesteatoma removal with the decision to cover or unroof the fistula made intraoperatively.",diagnosis_knowledge
What is a choanal atresia and how does it present in neonates?,Choanal atresia is a congenital obstruction of the posterior nasal aperture due to failure of the bucconasal membrane to rupture during embryogenesis. It may be unilateral or bilateral. Bilateral choanal atresia is a neonatal emergency because newborns are obligate nasal breathers and bilateral obstruction causes respiratory distress that improves with crying when the mouth opens. Unilateral atresia may present later in childhood with unilateral nasal obstruction and discharge. Diagnosis is confirmed by inability to pass a suction catheter through the nasal cavity and by CT scan which shows the bony or membranous atretic plate. Immediate management of bilateral atresia involves inserting an oral airway or McGovern nipple to maintain oxygenation until definitive surgical repair.,diagnosis_knowledge
What is the clinical significance of a positive fistula test?,"The fistula test assesses for the presence of a communication between the middle ear and the inner ear by applying positive and negative pressure to the external auditory canal using a Siegle pneumatic speculum. A positive result, in which induced pressure changes provoke nystagmus and vertigo, indicates a fistula between the membranous labyrinth and the middle ear space. It is most commonly associated with erosion of the lateral semicircular canal by cholesteatoma. However, it can also be positive in superior semicircular canal dehiscence, acquired labyrinthine fistula from trauma or surgery, and very rarely in congenital syphilis due to degeneration of the bony labyrinth, where it is termed Hennebert's sign in the presence of an intact tympanic membrane.",diagnosis_knowledge
What is the presentation of glomus tympanicum tumor?,"Glomus tympanicum is a paraganglioma arising from paraganglionic tissue on the promontory of the middle ear derived from Jacobson's nerve, a branch of the glossopharyngeal nerve. It presents as pulsatile tinnitus synchronous with the heartbeat, which is the hallmark symptom, combined with progressive conductive hearing loss. Otoscopy reveals a reddish or bluish pulsatile mass visible behind an intact tympanic membrane in the anteroinferior quadrant near the promontory. Blanching of the mass with pneumatic otoscopy pressure is termed the Brown sign. CT scan shows a soft tissue mass on the promontory without significant bony erosion in small tumors. MRI demonstrates the characteristic salt-and-pepper pattern in larger tumors. Treatment is surgical excision.",diagnosis_knowledge
What is tympanosclerosis and how does it affect hearing?,"Tympanosclerosis is the deposition of hyalinized collagen and calcium in the middle ear, resulting from repeated episodes of inflammation and infection. It appears as white chalky plaques on the tympanic membrane when confined to the drum, known as myringosclerosis, or within the middle ear affecting the ossicular chain. Involvement of the tympanic membrane alone typically causes minimal or no hearing impairment. When tympanosclerosis envelops and fixes the ossicular chain, particularly the stapes and oval window, it causes significant conductive hearing loss resembling otosclerosis clinically. Pure tone audiometry shows conductive hearing loss. CT scan differentiates it from cholesteatoma and demonstrates the distribution of calcification. Surgical treatment aims to re-mobilize or replace fixed ossicles.",diagnosis_knowledge
What is the pathophysiology of secretory otitis media?,"Secretory otitis media, or otitis media with effusion, results from Eustachian tube dysfunction causing impaired middle ear ventilation and negative middle ear pressure. The negative pressure stimulates metaplasia of the middle ear mucosa from its normal low cuboidal epithelium to a respiratory-type mucosa with goblet cells, resulting in mucous hypersecretion. The accumulated fluid becomes increasingly viscous as inflammatory mediators are released. Contributing factors include adenoid hypertrophy obstructing the Eustachian tube orifice, allergic rhinitis causing mucosal edema, and impaired mucociliary clearance. The effusion causes conductive hearing loss by impeding tympanic membrane vibration and ossicular chain transmission. In children, the effect on hearing during critical periods of language development is the primary concern.",diagnosis_knowledge
What are the features of congenital cholesteatoma?,"Congenital cholesteatoma arises from epithelial rests in the middle ear that fail to involute during embryological development, by definition in the presence of an intact tympanic membrane without prior ear surgery or infection. It is diagnosed increasingly in children due to improved awareness and routine otoscopic examination. It presents as a white pearlescent mass visible through an intact tympanic membrane, most commonly in the anterosuperior quadrant of the middle ear. Associated conductive hearing loss may be the presenting complaint detected on school hearing screening. CT scan demonstrates a soft tissue mass in the middle ear without bony erosion in early disease. Management is surgical and depends on the extent and involvement of ossicular chain and mastoid.",diagnosis_knowledge
What is superior semicircular canal dehiscence syndrome?,"Superior semicircular canal dehiscence syndrome results from absence of the bone overlying the superior semicircular canal at the level of the middle cranial fossa, creating a third mobile window into the inner ear. It presents with Tullio phenomenon, which is vertigo and oscillopsia induced by loud sounds, autophony, pulsatile tinnitus, and a sense of hearing internal body sounds. Pressure-induced vertigo and bone conduction hyperacusis are characteristic. Audiometry shows bone conduction thresholds that may be better than zero dB, appearing as a low-frequency conductive hearing loss with normal acoustic reflexes, distinguishing it from ossicular pathology. High-resolution CT scan of the temporal bones with thin coronal cuts confirms the bony defect over the superior canal.",diagnosis_knowledge
What is the presentation of acute mastoiditis?,"Acute mastoiditis is a complication of acute otitis media where infection spreads from the middle ear to the mastoid air cell system. It presents with persistent otalgia, fever, post-auricular pain, redness and swelling behind the ear, proptosis of the auricle in an anteroinferior direction due to subperiosteal edema, and tenderness over the mastoid. Systemic features include high fever and irritability, particularly in children. CT scan of the temporal bones shows clouding of mastoid air cells, loss of bony septae in coalescent mastoiditis, and subperiosteal abscess formation. Coalescent mastoiditis with bony destruction requires surgical mastoidectomy in addition to intravenous antibiotics.",diagnosis_knowledge
What are the clinical features of sinogenic headache?,"Sinogenic headache is facial pain or pressure arising from acute or chronic paranasal sinus inflammation. Maxillary sinusitis causes pain and pressure over the cheek, referred to the upper teeth, worsening on bending forward, with associated nasal congestion and purulent discharge. Frontal sinusitis causes supraorbital or forehead pain, characteristically worse in the morning and improving as the day progresses as secretions drain. Ethmoid sinusitis causes pain between and behind the eyes. Sphenoid sinusitis causes deep-seated vertex or retroorbital pain often radiating to the occiput. Diagnostic criteria require nasal symptoms in addition to facial pain for a sinogenic origin to be established. Isolated facial pain without nasal symptoms is unlikely to be sinogenic in etiology.",diagnosis_knowledge
What is the most likely diagnosis in a patient with a long history of nasal obstruction and anosmia who is found to have bilateral grey masses in the nasal cavity?,"The most likely diagnosis is bilateral nasal polyposis. Nasal polyps present as pale, grey, smooth, glistening, teardrop-shaped masses arising from the middle meatus and ethmoidal region, causing progressive bilateral nasal obstruction and anosmia due to physical obstruction of the olfactory cleft. They may be associated with chronic rhinosinusitis, allergy, aspirin hypersensitivity, and cystic fibrosis. Anosmia is often more prominent than in other causes of nasal obstruction due to direct blockage of the olfactory cleft. CT scan of the paranasal sinuses demonstrates the extent of mucosal disease in the sinuses and nasal cavity. Unilateral polyps require biopsy to exclude inverted papilloma or malignancy.",diagnosis_knowledge
What is the significance of Bezold's abscess in mastoiditis?,"Bezold's abscess is a rare but serious complication of mastoiditis in which pus from the mastoid air cells perforates through the inner cortex of the mastoid tip and tracks down along the sternocleidomastoid muscle into the neck forming a deep neck space abscess. It presents with a tender neck swelling below the mastoid tip along the anterior border of the sternocleidomastoid muscle, ipsilateral torticollis due to muscle spasm, and features of mastoiditis. It may be accompanied by a subperiosteal abscess if the outer cortex is also eroded. CT scan of the temporal bones and neck demonstrates the extent of infection. Treatment requires intravenous antibiotics, mastoidectomy, and surgical drainage of the neck abscess.",diagnosis_knowledge
What are the features distinguishing a peritonsillar abscess from a parapharyngeal abscess?,"Peritonsillar abscess is superficial to the superior constrictor muscle in the peritonsillar space, causing unilateral palatal and tonsillar bulging with uvular deviation contralaterally and severe trismus. The tonsil is displaced downward and medially. In contrast, a parapharyngeal abscess forms in the deep neck space lateral to the superior constrictor muscle and medial to the medial pterygoid muscle. Clinically it presents with less marked intraoral bulging, swelling and tenderness at the angle of the jaw, and less prominent uvular deviation. Trismus may also be present. Parapharyngeal abscess carries higher risk of vascular complications involving the carotid sheath structures. CT scan of the neck with contrast differentiates these entities and defines surgical anatomy.",diagnosis_knowledge
What is the presentation and management of a lingual thyroid?,"A lingual thyroid is ectopic thyroid tissue located at the base of the tongue at the foramen cecum resulting from failure of the thyroid gland to descend to its normal pretracheal position during embryological development. It represents the only functioning thyroid tissue in approximately 70 percent of cases. It presents as a smooth midline mass at the tongue base causing dysphagia, dysphonia, dyspnea, and a sensation of foreign body in the throat, particularly enlarging during puberty and pregnancy due to increased TSH stimulation. Radionuclide thyroid scan confirms functioning thyroid tissue in the tongue and documents the absence of normal thyroid tissue in the neck. Management with thyroid hormone replacement suppresses TSH-driven enlargement. Surgical excision or radioactive iodine ablation is reserved for symptomatic cases with adequate residual thyroid function.",diagnosis_knowledge
What are the clinical features of head and neck paraganglioma?,"Head and neck paragangliomas are rare neuroendocrine tumors arising from paraganglionic tissue of the autonomic nervous system. Common sites include the carotid body at the carotid bifurcation, the jugulotympanic region, and the vagal body. Carotid body tumors present as slow-growing painless pulsatile lateral neck masses that are mobile horizontally but not vertically, known as Fontaine's sign. Tinnitus and conductive hearing loss are features of glomus tympanicum. Lower cranial nerve palsies occur with jugular foramen involvement. Approximately 25 percent are hereditary with mutations in SDH genes. Functional paragangliomas secreting catecholamines occur in less than 5 percent of head and neck cases. Diagnosis is confirmed by MRI showing the characteristic salt-and-pepper appearance and 68Ga-DOTATATE PET scanning.",diagnosis_knowledge
What is the clinical presentation of an antrochoanal polyp?,"An antrochoanal polyp is a benign solitary polyp arising from the mucosa of the maxillary sinus antrum and extending through the maxillary ostium into the middle meatus and then to the choana and nasopharynx. Unlike bilateral sinonasal polyps, it is typically unilateral. It presents most commonly in children and young adults with progressive unilateral nasal obstruction, postnasal drip, and nasal voice quality. The posterior extension into the nasopharynx can be identified on posterior rhinoscopy or nasopharyngoscopy. CT scan demonstrates the characteristic bilobed appearance with antral and choanal components. Treatment is endoscopic surgical excision including the antral base of the polyp to reduce recurrence rates. Recurrence is higher when the antral component is not adequately addressed.",diagnosis_knowledge
What is the presentation of olfactory neuroblastoma?,"Olfactory neuroblastoma, also known as esthesioneuroblastoma, is a rare malignant neoplasm arising from olfactory neuroepithelium in the superior nasal cavity and cribriform plate region. It presents with progressive unilateral nasal obstruction, epistaxis, anosmia, and occasionally a polypoid nasal mass. Advanced disease causes periorbital swelling, proptosis, epiphora, and headache from intracranial extension through the cribriform plate. Cervical lymphadenopathy and distant metastasis occur in advanced cases. CT scan demonstrates a nasal mass with erosion of the cribriform plate. MRI better delineates intracranial extension and dural involvement. Histologically, it shows small round blue cells arranged in lobules with neurofibrillary matrix. Combined treatment with surgery and radiotherapy achieves good local control for low-stage disease.",diagnosis_knowledge
What is a mucocele of the paranasal sinuses and how does it present?,"A mucocele is an expanding mucus-filled cyst arising from complete obstruction of a sinus ostium or mucous gland, lined by respiratory epithelium and associated with progressive bone destruction due to pressure. The frontal sinus is most commonly affected, followed by the ethmoid, maxillary, and sphenoid sinuses. Frontal mucocele presents as a slowly progressive painless swelling over the frontal sinus causing displacement of the globe downward and laterally with diplopia and proptosis. Ethmoid mucocele causes medial displacement of the orbit. Sphenoid mucocele presents with headache and cranial nerve palsies. Infection of a mucocele causes mucopycele with acute pain and fever. CT scan shows an expanded opacified sinus with thinned or destroyed walls. Treatment is endoscopic marsupializaton to establish drainage.",diagnosis_knowledge
What is the differential diagnosis of a unilateral foul-smelling nasal discharge in a child?,"Unilateral foul-smelling nasal discharge in a child is a foreign body in the nasal cavity until proven otherwise. Children commonly insert beads, paper, eraser, vegetable matter, or small toys into the nose, which are then forgotten and present days to weeks later with unilateral purulent malodorous discharge and nasal obstruction. Anterior rhinoscopy under good illumination usually identifies the foreign body. Other differential diagnoses include unilateral choanal atresia presenting in older children with unilateral discharge, antrochoanal polyp causing obstruction and secondary infection, juvenile nasopharyngeal angiofibroma in adolescent males, rhinolith from calcification around a long-standing foreign body, and rarely nasal malignancy. Removal of a nasal foreign body in a cooperative child can be attempted in the clinic but uncooperative young children require general anesthesia.",diagnosis_knowledge
What are the features of Ramsay Hunt syndrome?,"Ramsay Hunt syndrome results from reactivation of varicella zoster virus in the geniculate ganglion of the facial nerve, causing a triad of ipsilateral peripheral facial nerve palsy, otalgia, and vesicular eruption in the distribution of the auricular branch of the facial nerve affecting the pinna, external auditory canal, and tympanic membrane. Vesicles may also appear on the ipsilateral soft palate and anterior tongue. Sensorineural hearing loss, tinnitus, and vertigo occur when the cochlear and vestibular branches of the eighth nerve are involved. Prognosis for facial nerve recovery is worse than in Bell's palsy with complete recovery in only 50 to 70 percent. Treatment is with oral prednisolone and valaciclovir or famciclovir started within 72 hours of onset.",diagnosis_knowledge
What are the radiological features of a cholesteatoma on CT temporal bone?,"CT scan of the temporal bone in cholesteatoma demonstrates a soft tissue mass in the attic or middle ear with associated bony erosion, which is the hallmark distinguishing feature from simple chronic suppurative otitis media. Specific findings include erosion of the scutum or lateral attic wall in attic cholesteatoma, erosion and displacement of the ossicular chain particularly the long process of incus which is most vulnerable, erosion of the tegmen tympani which forms the floor of the middle cranial fossa, erosion of the mastoid cortex, and fistulization of the lateral semicircular canal. The degree of pneumatization of the mastoid is assessed. CT identifies complications including intracranial extension, but MRI with diffusion-weighted imaging is increasingly used for cholesteatoma detection and recurrence surveillance due to its superior soft tissue contrast.",diagnosis_knowledge
What is the presentation and investigation of a neck metastasis from an unknown primary?,"Cervical lymph node metastasis from an unknown primary presents as a firm enlarging neck mass, commonly in the upper or mid-jugular chain, level II or III, without an apparent primary tumor on initial evaluation. It occurs predominantly in middle-aged to elderly patients. Investigation requires thorough head and neck examination including flexible nasolaryngoscopy to examine all mucosal surfaces. CT scan and MRI of the head, neck, and chest assess nodal morphology and identify potential primary sites. PET-CT is the single most useful modality for identifying the primary site. Systematic endoscopic examination under general anesthesia with biopsy of the ipsilateral base of tongue, tonsil, nasopharynx, and pyriform sinus is performed as the primary is commonly in these sites. Fine needle aspiration of the node confirms metastatic squamous cell carcinoma and may detect EBV or HPV indicating nasopharyngeal or oropharyngeal origin respectively.",diagnosis_knowledge
What are the manifestations of sarcoidosis in the head and neck?,"Sarcoidosis is a systemic granulomatous disease with diverse head and neck manifestations. Bilateral painless cervical lymphadenopathy is the most common head and neck feature. Parotid enlargement may be bilateral and is associated with uveitis and facial nerve palsy in Heerfordt syndrome, also known as uveoparotid fever. Nasal involvement presents with nasal obstruction, epistaxis, anosmia, and crusting due to granulomatous infiltration of the nasal mucosa and turbinates. Lupus pernio, a violaceous plaque on the nose and cheeks, is a specific cutaneous manifestation. Facial nerve palsy results from granulomatous involvement of the nerve. Laryngeal sarcoidosis causes subglottic obstruction and dyspnea. Diagnosis is confirmed by tissue biopsy showing non-caseating granulomas without identifiable organisms, combined with elevated serum ACE level.",diagnosis_knowledge
What is Gradenigo's syndrome and what causes it?,"Gradenigo's syndrome is a rare complication of acute or chronic suppurative otitis media resulting from spread of infection to the petrous apex of the temporal bone causing petrositis. It is characterized by the classic triad of persistent deep-seated retro-orbital or temporal headache, suppurative otitis media with otorrhea, and abducens nerve palsy causing lateral rectus muscle paresis and ipsilateral diplopia due to involvement of the sixth cranial nerve as it traverses Dorello's canal at the petrous apex. Involvement of the trigeminal ganglion at the petrous apex causes additional ipsilateral facial pain. CT and MRI of the temporal bones confirm petrous apex inflammatory change or abscess. Management requires prolonged intravenous antibiotics targeting the causative organism with surgical drainage of petrous apex collections if medical therapy fails.",diagnosis_knowledge
What is the Rinne and Weber test result in bilateral symmetrical sensorineural hearing loss?,"In bilateral symmetrical sensorineural hearing loss, the Rinne test is positive bilaterally, meaning air conduction exceeds bone conduction in both ears, because both pathways are equally impaired and the normal relationship between them is maintained. The Weber test, when lateralization is tested with a 512 Hz tuning fork placed on the vertex, does not lateralize to either side, as the hearing impairment is equal bilaterally and there is no asymmetry to drive lateralization. This bilateral symmetrical positive Rinne with central or non-lateralizing Weber pattern contrasts with unilateral sensorineural hearing loss where Weber lateralizes to the better hearing side, and with conductive hearing loss where Rinne is negative on the affected side and Weber lateralizes to the ear with worse hearing.",diagnosis_knowledge
What is the presentation and management of deep lobe parotid tumors?,"Deep lobe parotid tumors are less common than superficial lobe tumors and present particular diagnostic and surgical challenges. They may present as a visible parotid swelling in the preauricular region but uniquely may also present as a parapharyngeal mass, displaced medially through the stylomandibular tunnel, causing intraoral bulging of the soft palate and lateral pharyngeal wall. Trismus may be present due to medial pterygoid irritation. MRI is the investigation of choice, demonstrating the bilobar dumbbell morphology if the tumor extends through the stylomandibular tunnel. Pleomorphic adenoma is the most common histology. Surgical access requires total parotidectomy with identification and preservation of the facial nerve, with removal of the deep lobe from either a transcervical or transparotid approach. The facial nerve is at risk during deep lobe dissection.",diagnosis_knowledge
What are the ENT manifestations of HIV infection?,"HIV infection produces a wide range of ENT manifestations due to progressive immunodeficiency. In the oral cavity, oral candidiasis is the most common manifestation, presenting as white removable plaques or erythematous patches. Hairy leukoplakia, caused by Epstein-Barr virus, produces corrugated white plaques on the lateral tongue borders that cannot be removed. Kaposi sarcoma causes violaceous lesions on the hard palate. Persistent generalized lymphadenopathy is a common feature with bilateral cervical adenopathy. Sinusitis is more severe and recurrent in HIV-infected patients, with unusual organisms including Pseudomonas and fungi. Otitis media with unusual organisms and Pneumocystis jirovecii otitis media occur in severe immunodeficiency. Sensorineural hearing loss from HIV encephalopathy and ototoxic medications is common in advanced disease.",diagnosis_knowledge
What are the clinical features of subglottic stenosis?,"Subglottic stenosis is a narrowing of the subglottic airway below the true vocal cords and above the first tracheal ring, which represents the narrowest fixed part of the upper airway. Congenital subglottic stenosis presents in neonates with inspiratory stridor, biphasic stridor, and recurrent croup. Acquired subglottic stenosis, most commonly resulting from prolonged endotracheal intubation, presents in adults with progressive exertional dyspnea, stridor, and reduced exercise tolerance, often misattributed to asthma. Grades are classified by the Cotton-Myer classification from grade I less than 50 percent obstruction to grade IV complete obstruction. Flexible laryngoscopy confirms the stenosis. CT of the larynx and trachea delineates the extent and severity. Management ranges from endoscopic balloon dilatation and laser incision for mild stenosis to laryngotracheal reconstruction or cricotracheal resection for severe stenosis.",diagnosis_knowledge
What is the clinical presentation of a carotid body tumor?,"Carotid body tumor is a paraganglioma arising from the chemoreceptor cells of the carotid body at the bifurcation of the common carotid artery. It presents as a slow-growing painless lateral neck mass at the angle of the jaw in the carotid triangle. Characteristic clinical sign is mobile lateral movement but fixed vertical movement known as Fontaine's sign due to its tethering to the carotid vessels. A bruit may be heard over the mass. Large tumors may cause cranial nerve palsies involving the vagus, glossopharyngeal, hypoglossal, and sympathetic chain causing Horner syndrome. CT angiography or MR angiography demonstrates the hypervascular mass splaying the internal and external carotid arteries, the classic lyre sign. Management is surgical excision with preoperative embolization for large tumors.",diagnosis_knowledge
What are the audiological tests used to assess cochlear function in neonates?,"Neonatal hearing screening uses two objective tests that do not require behavioral responses. Otoacoustic emissions testing detects sounds generated by the outer hair cells of the cochlea in response to click or tone stimuli. It is a rapid, non-invasive test but is affected by middle ear fluid and outer ear debris. A failed OAE requires repeat testing followed by Automated Auditory Brainstem Response if the failure persists. Automated ABR measures electrophysiological responses from the auditory nerve and brainstem to click stimuli and is more specific for sensorineural hearing loss and less affected by middle ear pathology. Diagnostic ABR with frequency-specific stimuli provides threshold estimation for audiological management planning when initial screening tests indicate hearing loss. All newborns in developed countries undergo universal newborn hearing screening to enable early intervention.",diagnosis_knowledge
What are the features and management of a salivary gland pleomorphic adenoma?,"Pleomorphic adenoma, also termed mixed salivary tumor, is the most common benign salivary gland neoplasm accounting for approximately 70 to 80 percent of benign parotid tumors. It presents as a slowly growing painless lobulated firm mobile mass in the parotid region typically in the fourth to fifth decade, more common in women. Facial nerve function is preserved distinguishing it from malignant parotid tumors. The tumor has an incomplete pseudocapsule predisposing to recurrence if spillage occurs at surgery. Ultrasound-guided fine needle aspiration cytology provides preoperative diagnosis with sensitivity around 90 percent. MRI characterizes the lesion and defines anatomical extent. Superficial parotidectomy with facial nerve preservation is the standard surgical treatment. Total parotidectomy is required for deep lobe extension. Recurrence rates after adequate surgery are approximately 2 to 3 percent.",diagnosis_knowledge
What is Reinke's edema of the larynx and how does it present?,"Reinke's edema is a specific form of laryngeal pathology characterized by bilateral fusiform edematous swelling of the superficial lamina propria of the membranous vocal cords, corresponding to the Reinke's space bounded by the epithelium above and the vocal ligament below. It is strongly associated with cigarette smoking and is predominantly seen in middle-aged women. The excessive fluid accumulation in Reinke's space causes a characteristic deep gravelly dysphonia with a low-pitched voice quality. On laryngoscopy, the vocal cords appear as bilateral pendulous translucent bags of fluid that may prolapse into the glottic inlet during inspiration causing stridor in severe cases. Treatment requires smoking cessation as the primary intervention. Surgical microlaryngoscopy with microflap technique to evacuate the edema fluid and reduce excess mucosa improves the voice but results are not maintained if smoking continues.",diagnosis_knowledge
